	Characteristics	OR	CI	Beta	P	SE
1453	s_Bacteroides_uniformis	42954.6312	0-1.35423188129916e+268	10.6678997496668	0.97253250966699	309.555173259726
1454	sexmale	19368.915	0-1018975601175461	9.87142473812874	0.433823383532413	12.5949742177782
1455	BMI	0.1995	0.0016-24.3848	-1.6121292168832	0.511413549566893	2.45208627335143
1456	hypertensionyes	0.0011	0-3602198.5318	-6.80031443418458	0.543210891678614	11.1721272216701
1457	s_Bacteroides_thetaiotaomicron	0	0-0	-1269.87846775512	0.000465765172097851	358.698975801545
1458	sexmale	795.7961	0-25054219853259.1	6.67934304463958	0.588523701935851	12.3330205825757
1459	BMI	0.3954	0.0035-44.3673	-0.927750921067672	0.700349017780221	2.40829231952329
1460	hypertensionyes	2e-04	0-319886.9759	-8.7334139119403	0.424633213156689	10.9230290427891
1461	s_Bacteroides_stercoris	0	0-0	-874.744940199581	0.00751476469587742	324.931731621492
1462	sexmale	230.482	0-10444260297364.6	5.44017256429779	0.664206639208189	12.5188271047478
1463	BMI	0.3198	0.0027-37.3052	-1.14010777752459	0.639044161286803	2.42818406185862
1464	hypertensionyes	0.0015	0-3479329.973	-6.51000258935924	0.554661532396974	11.0063024929022
1465	s_Bacteroides_salyersiae	0	0-Inf	-4939.69936777518	0.219266542579363	4012.2540959068
1466	sexmale	16554.1731	0-768798102023094	9.71439349720973	0.438851217294111	12.5313551059283
1467	BMI	0.1859	0.0015-22.463	-1.68279948553166	0.492063032797149	2.44625981052394
1468	hypertensionyes	0.0011	0-3147237.4012	-6.82136269264839	0.539853927875617	11.1139787260973
1469	s_Bacteroides_ovatus	0	0-0	-3443.92289228261	0.000444214060853923	969.227946140374
1470	sexmale	640.129	0-20253579534274.5	6.46166968033825	0.600801793911762	12.3355525411459
1471	BMI	0.3709	0.0033-41.4712	-0.991728907374294	0.680567749815265	2.40649394562264
1472	hypertensionyes	3e-04	0-520803.4042	-8.23030797817446	0.451442008096283	10.9150183083787
1473	s_Bacteroides_oleiciplenus	Inf	0-Inf	17699.6571570805	0.744688304258567	54299.6018971764
1474	sexmale	22035.3138	0-1092132452132308	10.0004016161468	0.42673044354842	12.5645443581085
1475	BMI	0.1952	0.0016-23.8796	-1.63365175907431	0.505847843100746	2.4523853053891
1476	hypertensionyes	9e-04	0-2905657.3733	-6.9950979110068	0.531353386027949	11.1618714918196
1477	s_Bacteroides_neonati	Inf	0-Inf	45820.6666033383	0.686415390060286	113380.765820718
1478	sexmale	22697.8513	0-1123054166284788	10.0300255437634	0.425331451829332	12.5636748771927
1479	BMI	0.2054	0.0017-25.1317	-1.582669478594	0.519217222656481	2.45244862579294
1480	hypertensionyes	0.0013	0-4119162.6605	-6.61614802736564	0.553271876411298	11.1465859644335
1481	s_Bacteroides_massiliensis	0	0-6.61597623700295e+271	-27.8012090290134	0.933624623374794	333.515947243045
1482	sexmale	19892.2615	0-983303395062626	9.89808606372217	0.431421939813911	12.5631901870967
1483	BMI	0.205	0.0016-26.2224	-1.58467343402947	0.522527793706844	2.47514756106988
1484	hypertensionyes	0.0011	0-3500504.1406	-6.77163880623862	0.543857319126787	11.1428858992279
1485	s_Bacteroides_fragilis	0	0-0	-286.369674425482	0.000344939147617638	79.0597122058097
1486	sexmale	8475.5902	0-245117145324494	9.04494556445233	0.462341168485656	12.2896998938408
1487	BMI	0.3151	0.0028-34.8811	-1.15499688850806	0.63091733396696	2.40150034486605
1488	hypertensionyes	2e-04	0-297998.5548	-8.78367055538896	0.421528855068858	10.9125073832641
1489	s_Bacteroides_faecichinchillae	0	0-Inf	-23266.2336934735	0.649721830876529	51176.9922789603
1490	sexmale	17772.1125	0-875394254694136	9.7853857952678	0.436613886998482	12.5613824909859
1491	BMI	0.1896	0.0015-23.2516	-1.66263127000987	0.498544327835301	2.45357398306797
1492	hypertensionyes	0.0017	0-5432054.3111	-6.38764223496519	0.567903518386627	11.1711582558699
1493	s_Bacteroides_eggerthii	0	0-Inf	-22.3710962877262	0.964951933437198	508.682873406806
1494	sexmale	19066.8862	0-1028327070634550	9.85570840378559	0.435016611393718	12.6076537090057
1495	BMI	0.199	0.0016-24.3371	-1.61444145035226	0.510839585031065	2.45226691872789
1496	hypertensionyes	0.0012	0-3609246.4863	-6.75507352693669	0.54510057114426	11.1500424009651
1497	s_Bacteroides_dorei	0	0-2.56469700655183e+69	-280.281509151878	0.212954173387834	224.541694343884
1498	sexmale	633337.1308	0-53007688550962768	13.3587581514124	0.298717223265136	12.8318649048615
1499	BMI	0.1499	0.0012-18.4735	-1.89748415543641	0.44040140016991	2.45603072624897
1500	hypertensionyes	0.0013	0-3720290.8602	-6.65316553938887	0.54987143351788	11.1135091585791
1501	s_Bacteroides_caecigallinarum	Inf	0-Inf	762336.9558037	0.132968470052384	505949.779435027
1502	sexmale	2739.0357	0-140884194799587	7.91536118792882	0.529827232269699	12.583468452774
1503	BMI	0.1774	0.0015-21.3354	-1.72918658022964	0.479748788831564	2.44365029932422
1504	hypertensionyes	0.003	0-8662652.6647	-5.81604498914878	0.601280052582414	11.1176410893368
1505	s_Bacteroides_acidifaciens	Inf	0-Inf	2558.40046832775	0.555777179009196	4337.65020581861
1506	sexmale	26310.763	0-1303600915525436	10.177733375755	0.418579662143193	12.5643741782869
1507	BMI	0.2187	0.0018-26.9176	-1.52013024579217	0.536367869969689	2.45556617346443
1508	hypertensionyes	7e-04	0-2188871.5499	-7.29802221814056	0.514115619973735	11.1718974046491
1509	s_Arcobacter_thereius	Inf	0-Inf	39470.6779881641	0.881290715067269	264079.155858714
1510	sexmale	21183.4419	0-1058922016948935	9.9609751145994	0.428713776379835	12.5689044417514
1511	BMI	0.2015	0.0016-24.6741	-1.60206423606612	0.514203203231912	2.45296952722092
1512	hypertensionyes	0.001	0-3281214.581	-6.90976765745343	0.537043813757938	11.1803529940543
1513	s_Arcobacter_butzleri	Inf	0-Inf	1343234.17839917	0.38606965531113	1547358.46016471
1514	sexmale	31949.5216	0-1565032054521807	10.3719124870625	0.409551072671193	12.5585562315067
1515	BMI	0.1766	0.0014-21.6164	-1.73401685599635	0.480162787129693	2.45278949201153
1516	hypertensionyes	6e-04	0-1966303.599	-7.36060080088676	0.509653937347467	11.1491157109088
1517	s_Angelakisella_massiliensis	Inf	Inf-Inf	1192626.68185109	9.14868483107165e-06	264030.398456183
1518	sexmale	39671.8143	0-860441384944377	10.5883962475915	0.383941493416734	12.1428930429746
1519	BMI	0.313	0.003-32.6964	-1.16162649210222	0.624683272652424	2.37188269139897
1520	hypertensionyes	0.0024	0-3601340.7062	-6.01366000461386	0.577046153976509	10.7706514066886
1521	s_Anaerotruncus_rubiinfantis	Inf	Inf-Inf	256417.657189748	6.30908873610869e-10	40074.5114842511
1522	sexmale	1155.3238	0-11980421751813.7	7.05213590047169	0.549412498073763	11.7664076592772
1523	BMI	0.2558	0.0028-22.9928	-1.36335120710956	0.55297073716571	2.29516909977307
1524	hypertensionyes	0.0721	0-56481443.0072	-2.63032627172651	0.801425954607605	10.4488515160936
1525	s_Anaerotruncus_colihominis	0	0-5.45274245549323e+307	-8410.53417968916	0.0716927045726118	4652.61424587923
1526	sexmale	10062.08	0-438212607574960	9.21652918500371	0.461473315586798	12.4985694535472
1527	BMI	0.156	0.0013-18.697	-1.85801005985429	0.447368610484905	2.4420275476351
1528	hypertensionyes	9e-04	0-2519206.9038	-6.97957542213135	0.52928324848492	11.0811378119277
1529	s_Anaerostipes_hadrus	Inf	Inf-Inf	55865.7438367329	0.0152002883611773	22875.8339119423
1530	sexmale	223871.4754	0-9307684585630136	12.3188273956504	0.324228669398726	12.4748925294654
1531	BMI	0.1091	9e-04-13.0136	-2.21563405703956	0.364533131323401	2.43960793827503
1532	hypertensionyes	0.0054	0-13788100.2779	-5.21516835784485	0.63725619842567	11.0482065496311
1533	s_Anaerococcus_vaginalis	0	0-Inf	-106657.710024587	0.245464829306307	91646.0513825636
1534	sexmale	12305.1031	0-582162644548390	9.41776934036809	0.45328213587707	12.540817164407
1535	BMI	0.1909	0.0016-23.0831	-1.65616323685413	0.498988752886883	2.4465621847275
1536	hypertensionyes	0.0032	0-9863123.5082	-5.75259655523848	0.606347139654475	11.1514847027942
1537	s_Anaerococcus_lactolyticus	0	0-Inf	-157947.226376836	0.293061514573614	149947.846103339
1538	sexmale	14176.2049	0-674116808030426	9.55932012859737	0.446622815503442	12.5434206065872
1539	BMI	0.187	0.0015-22.6857	-1.67645500614	0.494012262417691	2.44805629600977
1540	hypertensionyes	7e-04	0-2227632.6308	-7.19631226159433	0.518385066629908	11.1289603268396
1541	s_Ammopiptanthus_mongolicus	0	0-Inf	-590927.419996773	0.316294089916478	588665.233863061
1542	sexmale	13056.4842	0-627141315845466	9.47704016266783	0.450726001277362	12.5485473737867
1543	BMI	0.194	0.0016-23.5182	-1.64009388304349	0.503391058505444	2.44789146503468
1544	hypertensionyes	0.0027	0-8575169.0712	-5.90382668744559	0.59710955142834	11.1572489566439
1545	s_Alistipes_timonensis	Inf	0-Inf	53388.2263592254	0.547792066882002	88717.1141097622
1546	sexmale	34577.5455	0-1795960666848799	10.4509597760485	0.407109605045517	12.5884472898389
1547	BMI	0.1852	0.0015-22.7065	-1.68621190619892	0.492465248471327	2.45350117859174
1548	hypertensionyes	0.0013	0-3830993.7949	-6.67053105654175	0.549685734514708	11.1373295206693
1549	s_Alistipes_obesi	Inf	Inf-Inf	10543.5586618956	0.0196717635393267	4495.0065692227
1550	sexmale	81710.395	0-3298288376766740	11.3109365070073	0.364743900790989	12.4598181367913
1551	BMI	0.2008	0.0017-23.4664	-1.60525965513572	0.509219497365143	2.42899450995904
1552	hypertensionyes	0.0015	0-3637390.4992	-6.52951153423517	0.554648520967074	11.0389227657851
1553	s_Alistipes_indistinctus	Inf	Inf-Inf	12676.1329822975	0.00607219275844086	4585.75546378299
1554	sexmale	11514.4937	0-414979111966685	9.35136184531933	0.451450232938698	12.4019833964096
1555	BMI	0.3172	0.0027-36.8537	-1.14810391632355	0.636399361700222	2.42605111061604
1556	hypertensionyes	3e-04	0-818831.7387	-7.95793290748984	0.470268584889842	11.0069218377142
1557	s_Alistipes_finegoldii	Inf	0-Inf	1109.37882374573	0.717574695055351	3064.10745712199
1558	sexmale	22806.9038	0-1133009607949379	10.0348185675073	0.425186243153412	12.5657322905663
1559	BMI	0.19	0.0015-23.3614	-1.66074956994386	0.499282337164553	2.45501760084766
1560	hypertensionyes	0.0015	0-4813408.0486	-6.49870113200731	0.561019632850954	11.1661311516353
1561	s_Akkermansia_muciniphila	0	0-1.56961997704149e+54	-41.8703273220629	0.622801619801852	85.0309978984501
1562	sexmale	20892.6928	0-1022919613144249	9.94715475062685	0.428965063347398	12.5583074227751
1563	BMI	0.178	0.0014-22.173	-1.72617545724814	0.483745123288166	2.46175999176777
1564	hypertensionyes	0.0013	0-3847351.738	-6.67192898973805	0.549705537182652	11.140216632179
1565	s_Aequorivita_viscosa	Inf	Inf-Inf	894691.923157782	0.00672444358770049	327739.354464971
1566	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
1567	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
1568	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
1569	s_Actinomyces_viscosus	0	0-Inf	-397281.144478332	0.280734736800092	367617.054667618
1570	sexmale	12363.8856	0-590672007444852	9.42253505142257	0.453232717145304	12.5457892596487
1571	BMI	0.2241	0.0018-27.2589	-1.49557919201227	0.54196237212373	2.44946954734825
1572	hypertensionyes	6e-04	0-1816260.0946	-7.41516160634531	0.506040779319681	11.1364549276222
1573	s_Actinomyces_urinae	Inf	0-Inf	401326.272667437	0.609181516821164	784145.982892576
1574	sexmale	23601.9449	0-1163468879582419	10.0690844000612	0.423463302105087	12.561784668882
1575	BMI	0.2056	0.0017-25.1116	-1.58188504732101	0.519286579572416	2.45164034694221
1576	hypertensionyes	0.0014	0-4318334.5865	-6.56631661100096	0.556215454381645	11.1452535635194
1577	s_Actinomyces_turicensis	0	0-Inf	-11905.8095400247	0.57816032147014	21386.2366525371
1578	sexmale	12454.8142	0-642734489652406	9.42986250880506	0.454294906393526	12.5851481233414
1579	BMI	0.1803	0.0015-22.2721	-1.71292521277158	0.486311321996849	2.45727649484037
1580	hypertensionyes	9e-04	0-2847356.4495	-6.97878134044882	0.531624786395088	11.1432055615608
1581	s_Actinomyces_meyeri	Inf	Inf-Inf	5815032.8956565	0.0152173842044019	2381536.41952949
1582	sexmale	47530.3554	0-1848004920551731	10.7691238462171	0.387407311412215	12.4406934615029
1583	BMI	0.2675	0.0023-31.3254	-1.3185424130496	0.587830055737762	2.43008822089381
1584	hypertensionyes	1e-04	0-288124.7132	-9.12997285781708	0.410278732406171	11.072000793387
1585	s_Actinomyces_massiliensis	Inf	0-Inf	471075.188267905	0.377063854282204	532479.966523345
1586	sexmale	26170.1064	0-1260564608934004	10.1723730600513	0.418291745449265	12.5499811519303
1587	BMI	0.2376	0.0019-29.3089	-1.43727920663593	0.558977237974062	2.45671909098727
1588	hypertensionyes	4e-04	0-1464497.4291	-7.7130898049135	0.490757112394975	11.1786288238041
1589	s_Actinomyces_haliotis	Inf	Inf-Inf	98467.3093514863	0.00637906968071522	35836.4876816781
1590	sexmale	59836.6764	0-2185144016728050	10.9993740691156	0.376126537188044	12.4087163590391
1591	BMI	0.2375	0.0021-27.3394	-1.43767413755792	0.553157607050418	2.421430368721
1592	hypertensionyes	0.0133	0-32978699.4482	-4.31999252209625	0.695767178163486	11.0364106948242
1593	s_Actinomyces_graevenitzii	Inf	0-Inf	6715.30259665535	0.962384507135562	142266.091087655
1594	sexmale	20906.5562	0-1111335477253038	9.94781808177741	0.430471324231348	12.6002656826193
1595	BMI	0.1985	0.0016-24.34	-1.61720297702399	0.510370754655001	2.45373697295791
1596	hypertensionyes	0.0011	0-3493163.32	-6.7964097029716	0.542804210543997	11.1544530520586
1597	s_Actinomyces_gerencseriae	Inf	0-Inf	173151.926666356	0.801697493918994	688800.228471612
1598	sexmale	22324.9713	0-1117639689540747	10.0134611190327	0.42631561109782	12.5696603660192
1599	BMI	0.1994	0.0016-24.3574	-1.61256724051292	0.511238744757936	2.4517368477071
1600	hypertensionyes	9e-04	0-3007189.6888	-6.98294498418199	0.532481911237609	11.1731946564131
1601	s_Actinomyces_cardiffensis	0	0-Inf	-293322.324882891	0.205605369022824	231217.718355203
1602	sexmale	222782.1135	0-13625610083267126	12.313949503386	0.331983500081097	12.6718255141965
1603	BMI	0.1588	0.0013-19.3964	-1.84039471099251	0.453481698963532	2.45177631030172
1604	hypertensionyes	5e-04	0-1464594.3898	-7.62218791207492	0.494086914683292	11.1322840852619
1605	s_Actinobacillus_pleuropneumoniae	Inf	0-Inf	12440.9994136647	0.633689165626667	26079.1884594162
1606	sexmale	24099.3663	0-1194240978828106	10.0899408247605	0.422603518530313	12.5644624436586
1607	BMI	0.1959	0.0016-23.9152	-1.63004388668689	0.506600089101533	2.45130509621109
1608	hypertensionyes	0.0015	0-4532777.1516	-6.52797810317346	0.558704170472009	11.150420138027
1609	s_Acinetobacter_venetianus	Inf	0-Inf	49142.0101105335	0.609181516821164	96017.9097254698
1610	sexmale	23601.9449	0-1163468879582419	10.0690844000612	0.423463302105087	12.561784668882
1611	BMI	0.2056	0.0017-25.1116	-1.58188504732101	0.519286579572416	2.45164034694221
1612	hypertensionyes	0.0014	0-4318334.5865	-6.56631661100096	0.556215454381645	11.1452535635194
1613	s_Acinetobacter_ursingii	Inf	0-Inf	401028.657874945	0.686415390060286	992323.763849465
1614	sexmale	22697.8513	0-1123054166284788	10.0300255437634	0.425331451829332	12.5636748771927
1615	BMI	0.2054	0.0017-25.1317	-1.582669478594	0.519217222656481	2.45244862579294
1616	hypertensionyes	0.0013	0-4119162.6605	-6.61614802736564	0.553271876411298	11.1465859644335
1617	s_Acinetobacter_rudis	Inf	0-Inf	856309.275130301	0.247922304358366	739632.774635102
1618	sexmale	32501.7785	0-1539018745181176	10.3890500908074	0.40813348324719	12.5412608872401
1619	BMI	0.1826	0.0015-22.1285	-1.70023699623476	0.487812453035186	2.44750258176177
1620	hypertensionyes	0.0022	0-6512070.4596	-6.12797384427841	0.582386284605925	11.1311948218612
1621	s_Acinetobacter_lwoffii	Inf	0-Inf	84422.5760392782	0.426464828649075	106007.889600638
1622	sexmale	36965.2091	0-1863655961123759	10.5177324547464	0.403555743674875	12.573257178153
1623	BMI	0.1915	0.0016-23.3038	-1.6530690753449	0.500363696471518	2.44983941877718
1624	hypertensionyes	0.0016	0-4697838.446	-6.46674677147228	0.561941015926034	11.1374284832992
1625	s_Acinetobacter_calcoaceticus	Inf	0-Inf	39474.7266615005	0.609181516821164	77129.1351838518
1626	sexmale	23601.9449	0-1163468879582419	10.0690844000612	0.423463302105087	12.561784668882
1627	BMI	0.2056	0.0017-25.1116	-1.58188504732101	0.519286579572416	2.45164034694221
1628	hypertensionyes	0.0014	0-4318334.5865	-6.56631661100096	0.556215454381645	11.1452535635194
1629	s_Acinetobacter_baumannii	Inf	0-Inf	39743.6401171236	0.680845501870796	96529.3573619826
1630	sexmale	22567.984	0-1115279878123695	10.0242875437547	0.4255733467546	12.5630582838469
1631	BMI	0.2019	0.0017-24.6548	-1.59994225977528	0.514506014341157	2.45148597132725
1632	hypertensionyes	0.0013	0-3852576.9367	-6.67462687834175	0.549618348632339	11.1422855586287
1633	s_Acidaminococcus_intestini	Inf	0-Inf	4949.37985173035	0.198382696689299	3839.30880892331
1634	sexmale	2808.8945	0-155006977423841	7.94054625366635	0.529692111207205	12.6193596907173
1635	BMI	0.2115	0.0018-25.5185	-1.55361354001824	0.52572469530951	2.44541651130565
1636	hypertensionyes	0.001	0-3007707.7068	-6.86151475414112	0.537375247171029	11.111328337516
1637	s_Acholeplasma_modicum	Inf	Inf-Inf	1293243.84126322	0.0152173842044019	529645.72386187
1638	sexmale	47530.3554	0-1848004920551731	10.7691238462171	0.387407311412215	12.4406934615029
1639	BMI	0.2675	0.0023-31.3254	-1.3185424130496	0.587830055737762	2.43008822089381
1640	hypertensionyes	1e-04	0-288124.7132	-9.12997285781708	0.410278732406171	11.072000793387
1641	s_Acholeplasma_laidlawii	Inf	Inf-Inf	332548.755321296	0.0152173842044019	136194.753542741
1642	sexmale	47530.3554	0-1848004920551731	10.7691238462171	0.387407311412215	12.4406934615029
1643	BMI	0.2675	0.0023-31.3254	-1.3185424130496	0.587830055737762	2.43008822089381
1644	hypertensionyes	1e-04	0-288124.7132	-9.12997285781708	0.410278732406171	11.072000793387
1645	s_Acholeplasma_axanthum	Inf	0-Inf	503062.654942189	0.231461975493051	419525.126417441
1646	sexmale	16685.3329	0-777397308291616	9.72228534246746	0.438540000628033	12.5330037395018
1647	BMI	0.1799	0.0015-21.7895	-1.71552666496943	0.483897345306843	2.44742606050392
1648	hypertensionyes	0.0015	0-4256813.3023	-6.52587692778205	0.557660672084193	11.1173001607107
1649	s_Eubacterium_eligens	Inf	0-Inf	571210.196734472	0.217006990827995	461685.678892875
1650	sexmale	5224.4009	0-265285055091694	8.56109540847845	0.49660646711449	12.5769033851525
1651	BMI	0.2023	0.0017-24.4127	-1.59820572318394	0.513945991239576	2.445565223849
1652	hypertensionyes	0.0027	0-8034941.1399	-5.92475110470084	0.595067796887206	11.1347251716135
1653	s_Eubacterium_dolichum	0	0-Inf	-12960.925314741	0.162842951847592	9263.48551043318
1654	sexmale	8745.6108	0-408922082248264	9.07630723401606	0.469597558715413	12.5348155672734
1655	BMI	0.1929	0.0016-23.2076	-1.64547202800838	0.501287874431233	2.44385333087441
1656	hypertensionyes	0.0014	0-3852041.5654	-6.60388107514658	0.552565140574793	11.1061198559144
1657	s_Clostridium_symbiosum	0	0-0	-6841.54828693201	0.000596321391502065	1970.69482322278
1658	sexmale	172279.1574	0-5337556731718055	12.0568714480942	0.328764718103148	12.3248331399021
1659	BMI	0.1974	0.0018-21.8919	-1.62263363775872	0.499951947755839	2.40242330421219
1660	hypertensionyes	0	0-20370.1366	-11.6535504518813	0.290639286079067	11.0078447290363
1661	s_Clostridium_scindens	0	0-0	-3798.84687879637	0.0171672211386374	1584.86563561853
1662	sexmale	49213.5	0-1933001459341567	10.8039232546903	0.386075072945332	12.4458811711267
1663	BMI	0.1785	0.0015-20.8285	-1.72339690131534	0.478477125753541	2.42842702228212
1664	hypertensionyes	2e-04	0-444683.249	-8.67729538445115	0.433452920130537	11.0624555572629
