	Characteristics	OR	CI	Beta	P	SE
1376	hypertensionyes	0.9873	0.9659-1.0092	-0.0127748005417591	0.254787483392144	0.0111955055098868
1377	s_Campylobacter_rectus	1.37990793548687e+277	0-Inf	638.138087542879	0.669691242867751	1494.4396347781
1378	sexmale	0.985	0.9608-1.0098	-0.0151245133995954	0.234637741292219	0.0126991911337558
1379	BMI	1.004	0.9992-1.0089	0.00403525660394643	0.102852486697976	0.00246599359441189
1380	hypertensionyes	0.9876	0.9661-1.0095	-0.0125096006111677	0.264622905835123	0.0111922584544898
1381	s_Campylobacter_gracilis	2384209812564975	0-3.83829651255977e+84	35.4076441488675	0.663524236849809	81.3033328134103
1382	sexmale	0.985	0.9608-1.0098	-0.015098589602146	0.235061721484712	0.0126889414706187
1383	BMI	1.0041	0.9992-1.0089	0.00404334321302273	0.102302387245326	0.0024669647165017
1384	hypertensionyes	0.9876	0.9661-1.0095	-0.012510271568254	0.264578444528605	0.0111918148950406
1385	s_Campylobacter_concisus	Inf	0-Inf	1350.67055508795	0.380021928246287	1536.24512947911
1386	sexmale	0.9861	0.9621-1.0108	-0.0139482348846307	0.269726582060683	0.0126135415932
1387	BMI	1.0039	0.999-1.0087	0.00385824926112945	0.118218114582763	0.00246225002619184
1388	hypertensionyes	0.9881	0.9667-1.0101	-0.0119536599734707	0.286912346435839	0.0112042197018188
1389	s_Butyricimonas_virosa	44773598965942779904	0-Inf	45.2481503308072	0.927271533205992	495.284690930033
1390	sexmale	0.9856	0.9615-1.0103	-0.0145439777295454	0.250462185613817	0.0126300311574188
1391	BMI	1.004	0.9991-1.0088	0.00397283423287714	0.107724415051675	0.00246222619067917
1392	hypertensionyes	0.9875	0.966-1.0094	-0.0125989180778362	0.262326507182555	0.0112179692593394
1393	s_Butyricicoccus_pullicaecorum	1e-04	0-25.9445	-9.75870203357628	0.142743161864196	6.64013429787138
1394	sexmale	0.9867	0.9626-1.0114	-0.0133904413301633	0.288435377541484	0.0125907166814113
1395	BMI	1.0042	0.9994-1.0091	0.00423245881946296	0.08634329966064	0.00245947686417916
1396	hypertensionyes	0.9876	0.9663-1.0094	-0.0124810012483087	0.263845650519979	0.0111484756204398
1397	s_Brevundimonas_diminuta	0	0-2.05182769343478e+43	-19.1291050902475	0.752654209091341	60.6423444095476
1398	sexmale	0.9855	0.9614-1.0101	-0.014653967739041	0.246687709365861	0.0126241994109811
1399	BMI	1.0039	0.9991-1.0088	0.00392477167781489	0.11259876911229	0.00246614174384815
1400	hypertensionyes	0.9873	0.9658-1.0092	-0.0128121163988063	0.253432274686754	0.0111961393848542
1401	s_Brevibacterium_samyangense	0	0-Inf	-201.213097800054	0.763224140842057	667.298091000672
1402	sexmale	0.9855	0.9614-1.0102	-0.0146040906337627	0.248112584567235	0.0126192966391159
1403	BMI	1.0039	0.9991-1.0088	0.00392940000113813	0.112110661699984	0.00246568238313765
1404	hypertensionyes	0.9873	0.9658-1.0092	-0.0128107638064311	0.25351647510049	0.0111969477913942
1405	s_Brevibacterium_ravenspurgense	0	0-5.29819931908428e+29	-51.2113884245048	0.402233700366823	61.0478179250233
1406	sexmale	0.9856	0.9615-1.0102	-0.0145310907289619	0.249763413060268	0.0126001943915468
1407	BMI	1.0039	0.9991-1.0088	0.0039051927098515	0.11356404110851	0.00246045093956808
1408	hypertensionyes	0.9871	0.9657-1.009	-0.0130040705633769	0.245839546435954	0.0111826903848313
1409	s_Brevibacillus_agri	0	0-6.75235021255906e+138	-386.165716818242	0.284466712138882	360.118546058848
1410	sexmale	0.9852	0.9611-1.0098	-0.0149401128311062	0.236610993411693	0.0125974514335754
1411	BMI	1.0038	0.999-1.0087	0.00383370093602251	0.120325778785316	0.00246064298537024
1412	hypertensionyes	0.9886	0.9671-1.0106	-0.0114826642917135	0.307059098502675	0.0112220766023482
1413	s_Blautia_hydrogenotrophica	28.0584	5e-04-1671382.1816	3.33428642359777	0.55271889337202	5.60963013884406
1414	sexmale	0.9849	0.9608-1.0097	-0.0152021385563328	0.230988540171417	0.0126648123099004
1415	BMI	1.0041	0.9992-1.0089	0.00405330008542361	0.101133600177179	0.00246456807455962
1416	hypertensionyes	0.9879	0.9664-1.0098	-0.0122101282970952	0.276942684743614	0.0112094688809299
1417	s_Bittarella_massiliensis	0	0-4.20663297529227e+32	-136.639281552312	0.206994740750157	108.040136269128
1418	sexmale	0.9869	0.9628-1.0116	-0.0131997947751253	0.296531553949299	0.0126218317021902
1419	BMI	1.0043	0.9994-1.0091	0.00426625360161191	0.0847514243694407	0.00246646900222191
1420	hypertensionyes	0.9865	0.9651-1.0083	-0.0136071713131031	0.224679806995611	0.011182913551046
1421	s_Bifidobacterium_pullorum	0	0-8.47693723137359e+164	-78.0641808216549	0.738470181617437	233.584431266172
1422	sexmale	0.9855	0.9614-1.0102	-0.0146210288229196	0.247563939823981	0.0126192497347275
1423	BMI	1.004	0.9992-1.0088	0.00398434628427325	0.106685280743908	0.00246203195387868
1424	hypertensionyes	0.9872	0.9658-1.0091	-0.0128457233451623	0.252319516363533	0.0111991544463093
1425	s_Bifidobacterium_dentium	0.9175	0.1647-5.1112	-0.086149645296433	0.921755197993942	0.876316246863579
1426	sexmale	0.9856	0.9616-1.0103	-0.0144736193990038	0.252232881893677	0.0126160765355527
1427	BMI	1.004	0.9991-1.0088	0.00397317216631682	0.107696237653966	0.00246223762260769
1428	hypertensionyes	0.9874	0.966-1.0093	-0.0126811799968759	0.258021727912937	0.0111894678889972
1429	s_Bifidobacterium_breve	1.30400890520762e+76	0-Inf	175.261910360176	0.948890990273003	2731.84204256704
1430	sexmale	0.9856	0.9616-1.0103	-0.0144693111974633	0.252474021639669	0.0126187489966194
1431	BMI	1.004	0.9991-1.0088	0.00397812706050627	0.107596535663683	0.00246460667592495
1432	hypertensionyes	0.9874	0.966-1.0093	-0.012649924036878	0.259415439948395	0.0111946757629715
1433	s_Bifidobacterium_bifidum	0.6732	0.092-4.9267	-0.395734647203307	0.697052357174009	1.01550982201711
1434	sexmale	0.9862	0.962-1.0111	-0.0138655886236159	0.276325851599413	0.0127128887271877
1435	BMI	1.004	0.9992-1.0088	0.00398229543383381	0.106819209639067	0.0024617095258089
1436	hypertensionyes	0.987	0.9655-1.009	-0.0130729532929499	0.245486037820076	0.0112334917002199
1437	s_Beduini_massiliensis	3.80890643362303e+84	0-Inf	194.754489934143	0.675686612852938	465.049947518141
1438	sexmale	0.9858	0.9617-1.0105	-0.0143216612779992	0.25730284683805	0.0126178600290417
1439	BMI	1.004	0.9991-1.0088	0.00395450120181798	0.109284453088176	0.00246176082050097
1440	hypertensionyes	0.9876	0.9662-1.0095	-0.0124551309549863	0.266945711730989	0.0111979211298336
1441	s_Bdellovibrio_exovorus	0	0-Inf	-13.1507890849627	0.991126038118448	1181.38003844743
1442	sexmale	0.9856	0.9615-1.0103	-0.0144793490730432	0.252948718052236	0.012640171794165
1443	BMI	1.004	0.9991-1.0088	0.0039702051852666	0.108137628662144	0.00246349728257586
1444	hypertensionyes	0.9874	0.966-1.0093	-0.0126684323625866	0.25872738751917	0.0111948360706425
1445	s_Barnesiella_viscericola	2.26829461928358e+27	0-9.26024207332318e+120	62.9888257909505	0.567248357603579	109.973018142081
1446	sexmale	0.9858	0.9617-1.0104	-0.0143492875637406	0.256115027013287	0.0126105981236666
1447	BMI	1.0041	0.9992-1.0089	0.0040560140892673	0.101000830117935	0.00246525404604846
1448	hypertensionyes	0.9871	0.9657-1.009	-0.0129545634250589	0.248106141962618	0.0111937984298962
1449	s_Bariatricus_massiliensis	0.1322	0-16122.4173	-2.02381021844221	0.735088794753231	5.975396009784
1450	sexmale	0.9856	0.9615-1.0103	-0.014514982504151	0.250773952677584	0.0126131674151384
1451	BMI	1.004	0.9992-1.0089	0.00400660850589936	0.105017466162568	0.00246393159491609
1452	hypertensionyes	0.9872	0.9657-1.0091	-0.0129199845517971	0.250090960992662	0.0112109415668427
1453	s_Bacteroides_uniformis	2.331	1.2775-4.2532	0.846283740813826	0.0061833449492641	0.306829330904916
1454	sexmale	0.9832	0.9594-1.0076	-0.0169317948810522	0.176071173276384	0.0124840669639306
1455	BMI	1.004	0.9993-1.0088	0.00402746150294512	0.0985935714079556	0.00243049399772843
1456	hypertensionyes	0.9852	0.9641-1.0069	-0.014876739933961	0.180188647805944	0.0110737490965254
1457	s_Bacteroides_thetaiotaomicron	1.0156	0.4938-2.0888	0.0154949337684649	0.966435685563247	0.367915007654169
1458	sexmale	0.9857	0.9615-1.0104	-0.0144488251925751	0.254312439307953	0.0126498921606841
1459	BMI	1.004	0.9991-1.0088	0.00396273975766675	0.10975367702747	0.00247016843354776
1460	hypertensionyes	0.9874	0.966-1.0094	-0.012648427124069	0.259853678943019	0.0112036737905487
1461	s_Bacteroides_stercoris	1.2658	0.6629-2.4173	0.235721454129117	0.475688344170464	0.330055924597387
1462	sexmale	0.9868	0.9625-1.0117	-0.0132857402937856	0.29699569207854	0.0127162497621056
1463	BMI	1.0039	0.999-1.0087	0.00384370994737281	0.120237374425339	0.00246647667074561
1464	hypertensionyes	0.9873	0.9659-1.0092	-0.0127430972738744	0.255303046995508	0.0111798725460431
1465	s_Bacteroides_salyersiae	1.9487	7e-04-5346.1831	0.66715128907699	0.86892884971261	4.03927901321985
1466	sexmale	0.9856	0.9616-1.0103	-0.0144627817285629	0.252575582109898	0.0126157612346188
1467	BMI	1.004	0.9992-1.0088	0.00398054784956208	0.107118196686619	0.00246273682507123
1468	hypertensionyes	0.9874	0.966-1.0093	-0.0126657579545883	0.258573058157701	0.0111888379819949
1469	s_Bacteroides_ovatus	1.496	0.2132-10.4964	0.402781981207573	0.685621548109655	0.994003329551313
1470	sexmale	0.986	0.9619-1.0108	-0.014085762010937	0.266452398735215	0.0126508736634987
1471	BMI	1.0039	0.9991-1.0088	0.00389845749639166	0.115293185716658	0.002468008690855
1472	hypertensionyes	0.9876	0.9661-1.0095	-0.0125018597422195	0.264993381879476	0.0111940277659623
1473	s_Bacteroides_oleiciplenus	2.2947037749171e+22	0-5.13258823170817e+68	51.4874758069405	0.345155382603909	54.4509798863284
1474	sexmale	0.9859	0.9618-1.0105	-0.0142025689332297	0.260581849091874	0.0125995721556077
1475	BMI	1.0039	0.9991-1.0088	0.00391055782884107	0.112891923132378	0.00245922213555331
1476	hypertensionyes	0.9868	0.9654-1.0087	-0.0133198024649734	0.235017930215991	0.0111929888776303
1477	s_Bacteroides_neonati	449.857	0-3.912621291043e+99	6.10892980736356	0.95725742943012	113.883266303744
1478	sexmale	0.9856	0.9616-1.0103	-0.0144711122663042	0.252437905171645	0.012619356743942
1479	BMI	1.004	0.9991-1.0088	0.00397512151599855	0.107678053104831	0.00246331781167412
1480	hypertensionyes	0.9874	0.966-1.0093	-0.0126515048468699	0.259411729780321	0.0111959873315055
1481	s_Bacteroides_massiliensis	2.1867	1.1413-4.1895	0.782382992762563	0.0190143334574086	0.331727887149399
1482	sexmale	0.9857	0.9619-1.0102	-0.0143715795270401	0.25104957609926	0.0124958358695353
1483	BMI	1.0032	0.9984-1.008	0.00317844277834265	0.197713092039075	0.00246187769311779
1484	hypertensionyes	0.9874	0.9662-1.0091	-0.0126973453512696	0.252890057310303	0.0110831461783265
1485	s_Bacteroides_fragilis	0.7639	0.6535-0.8929	-0.269346843299843	0.000814884044170879	0.079608797265936
1486	sexmale	0.9848	0.9612-1.009	-0.015294473328115	0.217495029588287	0.0123750542471122
1487	BMI	1.0044	0.9997-1.0092	0.00440172614955107	0.0697529618188046	0.00241817923129839
1488	hypertensionyes	0.9855	0.9645-1.007	-0.0145639478438673	0.186083543536209	0.0109882968670036
1489	s_Bacteroides_faecichinchillae	6.859685271439e+35	0-2.51254311212411e+79	82.5161398166779	0.107982009505134	51.1782540623184
1490	sexmale	0.986	0.962-1.0106	-0.0140737563210766	0.26348585225765	0.0125616921954581
1491	BMI	1.0042	0.9993-1.009	0.00414769018327744	0.0920244953166974	0.00245363447663513
1492	hypertensionyes	0.9861	0.9647-1.0079	-0.0140373874003017	0.209933848170762	0.0111714336839666
1493	s_Bacteroides_eggerthii	2.6037	0.9626-7.0429	0.95695075725337	0.0604430443601822	0.507686086931662
1494	sexmale	0.9876	0.9635-1.0122	-0.012498205611737	0.321411595804827	0.0125829484567603
1495	BMI	1.004	0.9992-1.0089	0.00403961607424849	0.0999202636415628	0.00244746159378809
1496	hypertensionyes	0.9867	0.9654-1.0084	-0.0134189411846465	0.228861318141398	0.0111281934022203
1497	s_Bacteroides_dorei	1.092	0.7012-1.7007	0.0880390852460532	0.697181609850876	0.226021943746551
1498	sexmale	0.9845	0.9599-1.0098	-0.0155738793958545	0.228904261384376	0.0129164565902321
1499	BMI	1.0041	0.9992-1.0089	0.00406050867338853	0.10158368572909	0.00247222165250917
1500	hypertensionyes	0.9874	0.966-1.0093	-0.0127098462026864	0.256835269156736	0.0111867729029433
1501	s_Bacteroides_caecigallinarum	1.53964951036754e+98	0-Inf	226.084893913269	0.657795683187595	509.869343600598
1502	sexmale	0.985	0.9609-1.0098	-0.0150773921157314	0.235423736859923	0.0126809518671974
1503	BMI	1.0039	0.9991-1.0088	0.0039365943594813	0.11101013400919	0.00246258111921135
1504	hypertensionyes	0.9877	0.9662-1.0096	-0.0123886915765888	0.269749588881958	0.011203768822544
1505	s_Bacteroides_acidifaciens	0.6151	1e-04-3152.8829	-0.485985085691908	0.911288792223369	4.35819264825562
1506	sexmale	0.9856	0.9615-1.0103	-0.0145404845365053	0.250345362899125	0.0126238771167599
1507	BMI	1.004	0.9991-1.0088	0.00395348837107472	0.110154682968653	0.00246719535617284
1508	hypertensionyes	0.9875	0.966-1.0095	-0.0125725323596486	0.263615255637461	0.0112248057878653
1509	s_Arcobacter_thereius	0	0-2.9952051861439e+25	-458.409225708587	0.0833398498045341	263.811666210318
1510	sexmale	0.9849	0.961-1.0095	-0.0151704312329013	0.227956126748709	0.012556173214181
1511	BMI	1.0039	0.999-1.0087	0.0038459538194601	0.117633489746565	0.00245048487842601
1512	hypertensionyes	0.989	0.9676-1.0109	-0.0110784502899855	0.322080799693197	0.0111690282506016
1513	s_Arcobacter_butzleri	0	0-Inf	-1260.30835618869	0.418040369813483	1554.04216934419
1514	sexmale	0.9852	0.9611-1.0098	-0.0149288383192817	0.237533873016053	0.0126128020573618
1515	BMI	1.0041	0.9993-1.009	0.00408479531755238	0.0983610918929901	0.00246338414868944
1516	hypertensionyes	0.988	0.9665-1.0099	-0.0121205850337637	0.279951137952837	0.0111972735547043
1517	s_Angelakisella_massiliensis	1.37668312155497e+34	0-4.1395912011253e+267	78.6075702327343	0.774632866902581	274.287370732627
1518	sexmale	0.9857	0.9616-1.0103	-0.0144429243068003	0.253183101287034	0.0126146164431053
1519	BMI	1.004	0.9992-1.0089	0.00400083919151678	0.10552986253748	0.0024640248657505
1520	hypertensionyes	0.9875	0.966-1.0094	-0.0126223357795095	0.260215217463109	0.0111890663828565
1521	s_Anaerotruncus_rubiinfantis	7.79375654401446e+30	0-2.07859463787703e+67	71.1308757599162	0.0975541982681006	42.7928660618233
1522	sexmale	0.9848	0.9609-1.0094	-0.0152787730222464	0.224968831068672	0.012564552588249
1523	BMI	1.004	0.9992-1.0089	0.00404030785252938	0.100330757049589	0.00245085617361606
1524	hypertensionyes	0.9885	0.9672-1.0104	-0.0115232972564075	0.302573401959126	0.0111576233088654
1525	s_Anaerotruncus_colihominis	1.0857	1e-04-10837.8205	0.0821794089392868	0.986056660864836	4.6982743820615
1526	sexmale	0.9856	0.9615-1.0103	-0.0144814505530112	0.252170123962057	0.0126212287485528
1527	BMI	1.004	0.9991-1.0088	0.00397349470632667	0.108202402180597	0.00246599328055282
1528	hypertensionyes	0.9874	0.966-1.0093	-0.0126703306040315	0.258446089735941	0.0111898866216953
1529	s_Anaerostipes_hadrus	4.82119693059507e+36	243960648469593920-9.52774145723615e+55	84.46608557087	0.000233834859446427	22.6685215512431
1530	sexmale	0.9892	0.9655-1.0135	-0.0108343789646251	0.381520156574277	0.0123618387527284
1531	BMI	1.0031	0.9983-1.0078	0.00305970556976548	0.206658101218946	0.00241749897897716
1532	hypertensionyes	0.9897	0.9687-1.0112	-0.010317708996558	0.346763962043553	0.010948082121813
1533	s_Anaerococcus_vaginalis	9.4847068274145e+23	0-2.79503038755234e+102	55.2091378326964	0.549711558581934	92.1848901180388
1534	sexmale	0.9859	0.9618-1.0105	-0.0142373804552457	0.259982652273684	0.012614551689362
1535	BMI	1.004	0.9992-1.0089	0.00399352467058117	0.105731152213639	0.0024609469012973
1536	hypertensionyes	0.9869	0.9654-1.0088	-0.013200299315952	0.240241039324402	0.0112170505599727
1537	s_Anaerococcus_lactolyticus	0	0-9.03624932094387e+100	-63.1350253750314	0.675797972001559	150.813662686031
1538	sexmale	0.9855	0.9614-1.0102	-0.0146252185612183	0.247301631235396	0.0126158477994218
1539	BMI	1.004	0.9991-1.0088	0.00394567068811757	0.110136696050106	0.00246219166234899
1540	hypertensionyes	0.9872	0.9658-1.0091	-0.0128417501439438	0.252215084593761	0.0111932202588726
1541	s_Ammopiptanthus_mongolicus	0	0-Inf	-182.792872846512	0.757734335547608	592.042149244548
1542	sexmale	0.9855	0.9614-1.0102	-0.0146196749029333	0.247655588386198	0.0126205329102244
1543	BMI	1.004	0.9991-1.0088	0.00396266854742714	0.10858229534566	0.00246193394939584
1544	hypertensionyes	0.9877	0.9662-1.0096	-0.0124036367505841	0.269918655625669	0.0112212532216309
1545	s_Alistipes_timonensis	0	0-2.03489251755416e+70	-12.8194515381175	0.885746407798794	89.1381893103437
1546	sexmale	0.9855	0.9614-1.0102	-0.0146199105979882	0.248681220717788	0.0126481954344981
1547	BMI	1.004	0.9992-1.0089	0.00398871710140544	0.10674377454149	0.00246514615274661
1548	hypertensionyes	0.9874	0.966-1.0093	-0.0126968446628222	0.257466130144765	0.0111901902714829
1549	s_Alistipes_obesi	43369.7398	6.2473-301078245.4092	10.677517237874	0.018642343071737	4.51294056254246
1550	sexmale	0.987	0.9631-1.0115	-0.0130615443242631	0.297298971618684	0.012509529809464
1551	BMI	1.004	0.9992-1.0088	0.00397877549287079	0.103868859215891	0.00243868561288503
1552	hypertensionyes	0.9877	0.9664-1.0093	-0.0124262507798593	0.263132358412088	0.0110829654082352
1553	s_Alistipes_indistinctus	3883.6945	0.4362-34577245.1638	8.26454217351683	0.0759303743069509	4.63987969180455
1554	sexmale	0.9853	0.9613-1.0098	-0.0148473025672159	0.237699674136208	0.012548360101964
1555	BMI	1.0043	0.9995-1.0091	0.00427409600207068	0.082712780174991	0.00245468502808939
1556	hypertensionyes	0.9866	0.9653-1.0084	-0.0134452106899232	0.228313735036757	0.0111368330708937
1557	s_Alistipes_finegoldii	488.7913	1.2243-195145.872	6.19193565634421	0.0436603456392066	3.05590151182079
1558	sexmale	0.9863	0.9624-1.0109	-0.013748105383513	0.273540205956303	0.0125320801705643
1559	BMI	1.0037	0.9989-1.0085	0.00370369287828195	0.131455545822139	0.00244844285096439
1560	hypertensionyes	0.9889	0.9676-1.0107	-0.011144010737144	0.317809512867304	0.0111362272847707
1561	s_Akkermansia_muciniphila	0.7575	0.6427-0.8928	-0.277726468937497	0.00104244720171297	0.0838431744911118
1562	sexmale	0.9859	0.9623-1.0101	-0.0141901527434066	0.252763984975875	0.0123828766753771
1563	BMI	1.0032	0.9985-1.008	0.00321934145729157	0.185798506387817	0.00242737093114586
1564	hypertensionyes	0.9881	0.967-1.0096	-0.0120050865867776	0.275346997377354	0.0109845956186008
1565	s_Aequorivita_viscosa	0	0-8.75048014383709e+243	-91.5182531272559	0.783816480849773	333.273234335334
1566	sexmale	0.9855	0.9614-1.0102	-0.014615893546651	0.2478455887761	0.0126223510951778
1567	BMI	1.004	0.9992-1.0088	0.00397898521322396	0.107155786467242	0.002462034826951
1568	hypertensionyes	0.9876	0.9662-1.0096	-0.0124508391296269	0.267917782569367	0.0112168788843932
1569	s_Actinomyces_viscosus	0	0-5.32554824338227e+123	-438.32842802734	0.235841635714667	368.989239861432
1570	sexmale	0.9851	0.9611-1.0097	-0.0150174059161218	0.234021427765297	0.0125926182792718
1571	BMI	1.0041	0.9993-1.009	0.00410047506280934	0.0964384785425197	0.00245861255582104
1572	hypertensionyes	0.9867	0.9653-1.0086	-0.0133813857615536	0.232242540976652	0.0111780233977713
1573	s_Actinomyces_urinae	0	0-Inf	-601.733455499676	0.445117863482574	786.963893465944
1574	sexmale	0.9854	0.9613-1.01	-0.0147383282609573	0.243340430632786	0.0126069267554463
1575	BMI	1.0039	0.9991-1.0088	0.00392468691140911	0.111780810812298	0.00246045057285226
1576	hypertensionyes	0.9871	0.9657-1.009	-0.0129815375375775	0.246767047969337	0.0111853051974558
1577	s_Actinomyces_turicensis	0	0-9405804528345.83	-12.217766683986	0.569837560122824	21.4745483681783
1578	sexmale	0.9851	0.961-1.0098	-0.0149728932890417	0.237056272748659	0.0126371168750404
1579	BMI	1.0039	0.999-1.0087	0.00386839117877234	0.118025404074865	0.00246742350231018
1580	hypertensionyes	0.9872	0.9658-1.0091	-0.0128840124565004	0.250492067911425	0.0111892199967732
1581	s_Actinomyces_meyeri	6.64053190766436e+261	0-Inf	602.867901338302	0.803103746427774	2415.70855839295
1582	sexmale	0.9857	0.9616-1.0104	-0.0143982759696387	0.254822221834225	0.012619202217883
1583	BMI	1.004	0.9992-1.0089	0.00400161013019638	0.105594242485133	0.00246495701880673
1584	hypertensionyes	0.9872	0.9657-1.0091	-0.0129167596071245	0.251048522208855	0.0112308704816711
1585	s_Actinomyces_massiliensis	6.61327528636352e+41	0-Inf	96.2950678486424	0.857387483814516	535.385067220771
1586	sexmale	0.9857	0.9616-1.0104	-0.0144329287505207	0.253654940520543	0.0126184512565151
1587	BMI	1.004	0.9992-1.0089	0.00400698642901155	0.105854904511226	0.00247012244283768
1588	hypertensionyes	0.9872	0.9657-1.0092	-0.0128646193174039	0.253331029194457	0.0112396171133812
1589	s_Actinomyces_haliotis	504197842784.635	0-5.03620775585916e+42	26.9462345731997	0.459950230012948	36.4178534193997
1590	sexmale	0.9859	0.9618-1.0106	-0.0141879092833597	0.261467573463235	0.0126100196397716
1591	BMI	1.004	0.9992-1.0089	0.00401903436565947	0.103498913090277	0.00246071258480081
1592	hypertensionyes	0.9881	0.9666-1.01	-0.0120012013323682	0.285485365721423	0.0112154514284582
1593	s_Actinomyces_graevenitzii	0	0-2.38134999240787e+55	-151.942336054072	0.287457212791128	142.577644754754
1594	sexmale	0.9846	0.9605-1.0093	-0.0155196778386706	0.220070414253904	0.0126278594609387
1595	BMI	1.0041	0.9993-1.0089	0.00406982394655325	0.099010342785789	0.0024591105004526
1596	hypertensionyes	0.9879	0.9665-1.0098	-0.0121319737338517	0.278711685905429	0.0111788805929173
1597	s_Actinomyces_gerencseriae	2.22712945070175e+122	0-Inf	281.7160948597	0.684033358241383	691.538095555626
1598	sexmale	0.9858	0.9617-1.0105	-0.014307176070394	0.257849683769421	0.0126196226888392
1599	BMI	1.004	0.9991-1.0088	0.0039715424282355	0.107732461937937	0.0024614820965275
1600	hypertensionyes	0.9871	0.9656-1.009	-0.0130147014246994	0.246923673483336	0.0112176062588032
1601	s_Actinomyces_cardiffensis	7196493945581986	0-1.07678762788865e+214	36.5123703503306	0.875487655979784	232.813684561498
1602	sexmale	0.9853	0.961-1.0103	-0.0147883583526058	0.247402123008065	0.0127592920173546
1603	BMI	1.004	0.9992-1.0089	0.0039994248878939	0.106311443673042	0.00246869954682733
1604	hypertensionyes	0.9875	0.9661-1.0094	-0.012566589007197	0.263174475083009	0.0112091239975547
1605	s_Actinobacillus_pleuropneumoniae	10544427376.7858	0-1.96375941944525e+32	23.0788633465849	0.378438832835426	26.1626124165627
1606	sexmale	0.986	0.9619-1.0106	-0.0141399315779522	0.262877665454715	0.0126046545369862
1607	BMI	1.0039	0.9991-1.0088	0.00393918425367328	0.110281175729394	0.00245914650475866
1608	hypertensionyes	0.9879	0.9664-1.0098	-0.0122186998213845	0.275605691110082	0.011186088892567
1609	s_Acinetobacter_venetianus	0	0-1.06233921325653e+50	-73.6816739095353	0.445117863482574	96.3629601229097
1610	sexmale	0.9854	0.9613-1.01	-0.0147383282609573	0.243340430632786	0.0126069267554463
1611	BMI	1.0039	0.9991-1.0088	0.00392468691140911	0.111780810812298	0.00246045057285226
1612	hypertensionyes	0.9871	0.9657-1.009	-0.0129815375375775	0.246767047969337	0.0111853051974558
1613	s_Acinetobacter_ursingii	1.65983959868278e+23	0-Inf	53.4661781092633	0.95725742943012	996.721715892236
1614	sexmale	0.9856	0.9616-1.0103	-0.0144711122663042	0.252437905171645	0.012619356743942
1615	BMI	1.004	0.9991-1.0088	0.00397512151599855	0.107678053104831	0.00246331781167412
1616	hypertensionyes	0.9874	0.966-1.0093	-0.0126515048468699	0.259411729780321	0.0111959873315055
1617	s_Acinetobacter_rudis	0	0-Inf	-525.808212736016	0.480174349734295	743.782189115771
1618	sexmale	0.9853	0.9613-1.01	-0.0147870786155724	0.241963351012785	0.0126116186259937
1619	BMI	1.004	0.9992-1.0089	0.00402476458853843	0.10308251775516	0.00246123331815221
1620	hypertensionyes	0.987	0.9656-1.0089	-0.0130681350609695	0.243986750274467	0.011193641947739
1621	s_Acinetobacter_lwoffii	0	0-7.45553357088917e+79	-24.9342559691259	0.815147529455837	106.554813690576
1622	sexmale	0.9854	0.9613-1.0102	-0.0146699400287841	0.24669393002927	0.0126381260974913
1623	BMI	1.004	0.9992-1.0088	0.00398298091415263	0.106868190225044	0.0024624788194827
1624	hypertensionyes	0.9873	0.9659-1.0092	-0.0127626660011987	0.25521194174969	0.0111948895643605
1625	s_Acinetobacter_calcoaceticus	0	0-1.53118717804697e+40	-59.1869142307892	0.445117863482574	77.4063067951218
1626	sexmale	0.9854	0.9613-1.01	-0.0147383282609573	0.243340430632786	0.0126069267554463
1627	BMI	1.0039	0.9991-1.0088	0.00392468691140911	0.111780810812298	0.00246045057285226
1628	hypertensionyes	0.9871	0.9657-1.009	-0.0129815375375775	0.246767047969337	0.0111853051974558
1629	s_Acinetobacter_baumannii	0	0-2.64227916374732e+53	-66.8739182193834	0.490569649030485	96.878862251215
1630	sexmale	0.9854	0.9614-1.0101	-0.014693531308604	0.244833060391992	0.0126085454849836
1631	BMI	1.004	0.9991-1.0088	0.00394939750415944	0.109539767384825	0.00246036209312354
1632	hypertensionyes	0.9872	0.9658-1.0091	-0.0128370833146761	0.251939104869001	0.0111826285525778
1633	s_Acidaminococcus_intestini	30.2569	0.0156-58542.761	3.40972293203176	0.377920384285909	3.86111724036714
1634	sexmale	0.9843	0.9601-1.0091	-0.0158395910002729	0.213007499940289	0.0126910414580293
1635	BMI	1.004	0.9992-1.0089	0.00401190118274772	0.103913383395408	0.00245930721429221
1636	hypertensionyes	0.9873	0.966-1.0092	-0.0127336591480362	0.255424081810783	0.0111744440321263
1637	s_Acholeplasma_modicum	1.69192484125982e+58	0-Inf	134.075802233793	0.803103746427774	537.245493101519
1638	sexmale	0.9857	0.9616-1.0104	-0.0143982759696387	0.254822221834225	0.012619202217883
1639	BMI	1.004	0.9992-1.0089	0.00400161013019638	0.105594242485133	0.00246495701880673
1640	hypertensionyes	0.9872	0.9657-1.0091	-0.0129167596071245	0.251048522208855	0.0112308704816711
1641	s_Acholeplasma_laidlawii	939782898287290	0-3.69670645206255e+132	34.4766700052486	0.803103746427774	138.148981910769
1642	sexmale	0.9857	0.9616-1.0104	-0.0143982759696387	0.254822221834225	0.012619202217883
1643	BMI	1.004	0.9992-1.0089	0.00400161013019638	0.105594242485133	0.00246495701880673
1644	hypertensionyes	0.9872	0.9657-1.0091	-0.0129167596071245	0.251048522208855	0.0112308704816711
