	Characteristics	OR	CI	Beta	P	SE
1400	hypertensionyes	0.8754	0.7074-1.0833	-0.133043607663925	0.222020399103728	0.108712558405257
1401	s_Brevibacterium_samyangense	9.58413074416202e+65	0-Inf	151.928139727813	0.981316343433107	6481.87747893925
1402	sexmale	0.9509	0.7478-1.2092	-0.0503311293065064	0.681668979549304	0.122579002979729
1403	BMI	1.0247	0.9777-1.0739	0.0243611822363363	0.309938072777869	0.0239506920895134
1404	hypertensionyes	0.8737	0.706-1.0813	-0.135023880214932	0.215445407160158	0.108762852315463
1405	s_Brevibacterium_ravenspurgense	0	0-Inf	-292.372391297478	0.622578795692875	593.374597365788
1406	sexmale	0.9506	0.7477-1.2085	-0.0506638222814879	0.679417117775959	0.122471785690969
1407	BMI	1.0242	0.9773-1.0734	0.0239534285480883	0.31737486422596	0.0239151723227448
1408	hypertensionyes	0.872	0.7046-1.079	-0.137022202578513	0.208460885036787	0.108693883419634
1409	s_Brevibacillus_agri	0	0-Inf	-955.891917794898	0.785202014667908	3504.00650715033
1410	sexmale	0.9498	0.7469-1.2077	-0.0515374320735196	0.674464745694547	0.122575058351883
1411	BMI	1.0243	0.9773-1.0735	0.023989589395145	0.317196189941957	0.0239424187586889
1412	hypertensionyes	0.8762	0.7074-1.0853	-0.132183501110114	0.227055014141064	0.109192458618729
1413	s_Blautia_hydrogenotrophica	0.1177	0-2.98238793326844e+45	-2.13921249916714	0.968725162519921	54.5144214201122
1414	sexmale	0.9513	0.7474-1.2108	-0.0499605904889918	0.685094093613318	0.12307672669678
1415	BMI	1.0246	0.9776-1.0738	0.0242769583395378	0.311610735088132	0.0239506882467626
1416	hypertensionyes	0.8733	0.7054-1.0812	-0.135424942989737	0.214806543741455	0.108933689984161
1417	s_Bittarella_massiliensis	0	0-Inf	-615.566399128509	0.558751135384076	1051.57280878582
1418	sexmale	0.9564	0.7517-1.2167	-0.0446145678098519	0.716749554128529	0.122850409796148
1419	BMI	1.026	0.9788-1.0754	0.0256593815758989	0.286029723689676	0.0240065574333303
1420	hypertensionyes	0.8699	0.7028-1.0768	-0.13933978576797	0.201513697755577	0.108845177536514
1421	s_Bifidobacterium_pullorum	0	0-Inf	-2421.79376224559	0.285766581071313	2264.55668979922
1422	sexmale	0.9469	0.745-1.2035	-0.0545409693428233	0.656068139041297	0.122341229045614
1423	BMI	1.025	0.9782-1.0741	0.0247406643377536	0.300825349453871	0.0238689321091875
1424	hypertensionyes	0.8689	0.7024-1.075	-0.140506854768322	0.196658773831891	0.108573674983438
1425	s_Bifidobacterium_dentium	0.0069	0-119614.3268	-4.97967150437251	0.558713729398591	8.50596908510124
1426	sexmale	0.9516	0.7486-1.2098	-0.0495787345871809	0.685877653626947	0.122458025137343
1427	BMI	1.0248	0.9779-1.0739	0.0244495228534159	0.307161329260175	0.0238997247546577
1428	hypertensionyes	0.8732	0.7057-1.0803	-0.13563857229571	0.212729996274031	0.108610639461714
1429	s_Bifidobacterium_breve	Inf	0-Inf	11943.3235895888	0.652828880426907	26522.8026125523
1430	sexmale	0.9521	0.7488-1.2104	-0.0491348543103418	0.688672182115601	0.122512423353798
1431	BMI	1.0251	0.9782-1.0743	0.0248086182259152	0.300700083512957	0.0239282781963892
1432	hypertensionyes	0.8749	0.7071-1.0827	-0.133599907542107	0.219987945352263	0.108686436091969
1433	s_Bifidobacterium_bifidum	0.3127	0-78075857.1419	-1.16237427037083	0.906286507455203	9.86508454586051
1434	sexmale	0.9526	0.7478-1.2134	-0.0485900469880547	0.694279359955166	0.123498285685424
1435	BMI	1.0247	0.9777-1.0738	0.0243625832212285	0.309171264866772	0.0239140696357005
1436	hypertensionyes	0.8726	0.7046-1.0807	-0.136305052220739	0.21265682488319	0.109126807998539
1437	s_Beduini_massiliensis	Inf	0-Inf	4483.38781388786	0.321035779276793	4510.2768472779
1438	sexmale	0.9545	0.7509-1.2132	-0.0465859694529021	0.703716624893354	0.122374042304263
1439	BMI	1.0242	0.9774-1.0733	0.0239476003210466	0.316686992786754	0.0238753340184136
1440	hypertensionyes	0.878	0.7096-1.0863	-0.130127765673406	0.231821224685696	0.108602795633177
1441	s_Bdellovibrio_exovorus	0	0-Inf	-437.463331624719	0.969612233340933	11473.6519344733
1442	sexmale	0.9511	0.7477-1.2098	-0.0501258892688413	0.68334359173112	0.122762300731603
1443	BMI	1.0246	0.9777-1.0738	0.0242999591352662	0.310648567895876	0.0239256711997119
1444	hypertensionyes	0.8737	0.706-1.0812	-0.134997945053874	0.215374401200212	0.108725091298175
1445	s_Barnesiella_viscericola	Inf	0-Inf	1289.664828658	0.227328547416333	1065.97868326707
1446	sexmale	0.9535	0.7504-1.2117	-0.0475755211824308	0.697406438129939	0.122235699357719
1447	BMI	1.0264	0.9794-1.0756	0.026068288038093	0.276221687793454	0.023895936533545
1448	hypertensionyes	0.8686	0.7022-1.0744	-0.140906492281433	0.195100324275416	0.108502528280543
1449	s_Bariatricus_massiliensis	0	0-3.16862343482742e+24	-57.1620984241341	0.324740716220692	57.9476723989179
1450	sexmale	0.9501	0.7476-1.2075	-0.0511765347989375	0.675975463646689	0.122318870931463
1451	BMI	1.0257	0.9787-1.0748	0.0253326513697314	0.289944518430066	0.0238945001539241
1452	hypertensionyes	0.8675	0.701-1.0735	-0.14212267079748	0.192173739270807	0.108720487836302
1453	s_Bacteroides_uniformis	476.4224	1.3392-169486.5301	6.16630494397714	0.0405393534850584	2.9970529542885
1454	sexmale	0.9341	0.7355-1.1862	-0.0682238770658305	0.576269090697648	0.121942089647806
1455	BMI	1.025	0.9784-1.0739	0.0247403717437714	0.298231027961073	0.0237406221719063
1456	hypertensionyes	0.8597	0.6954-1.0627	-0.151190280083167	0.163258027197909	0.108166361888902
1457	s_Bacteroides_thetaiotaomicron	0.0015	0-1.5997	-6.49362474743606	0.0686153239532528	3.55276213585865
1458	sexmale	0.9353	0.7362-1.1883	-0.0668991517439751	0.584344511897572	0.122153369545115
1459	BMI	1.0282	0.9813-1.0774	0.0278329528993115	0.244233880634638	0.0238531201427665
1460	hypertensionyes	0.8649	0.6996-1.0692	-0.145155540497952	0.180747434893102	0.108187997764387
1461	s_Bacteroides_stercoris	0.1108	2e-04-59.3187	-2.20034698607686	0.493027051012563	3.20575104389668
1462	sexmale	0.9402	0.7381-1.1977	-0.0616425953302868	0.618095078174897	0.123509768834017
1463	BMI	1.0258	0.9788-1.0752	0.0255188140452396	0.287663417735635	0.0239562739909446
1464	hypertensionyes	0.8742	0.7066-1.0815	-0.134468030666539	0.216594936288648	0.108587319342406
1465	s_Bacteroides_salyersiae	0	0-3.08226170113572e+26	-15.87950414082	0.685867732662372	39.2206021452659
1466	sexmale	0.9503	0.7474-1.2081	-0.0510224980800373	0.677337315250785	0.122496552113203
1467	BMI	1.0244	0.9775-1.0736	0.0241047992007875	0.314281452950591	0.0239126885982602
1468	hypertensionyes	0.8735	0.7059-1.0807	-0.135285379380791	0.214049712873747	0.108641408905757
1469	s_Bacteroides_ovatus	0	0-319.2621	-13.1005587784902	0.174579158106576	9.62580161408372
1470	sexmale	0.9385	0.7381-1.1932	-0.0635064323511983	0.604589905400457	0.122509448921709
1471	BMI	1.0271	0.9801-1.0763	0.0266923799430242	0.264989755168976	0.0238998817546499
1472	hypertensionyes	0.8688	0.7025-1.0744	-0.140673735212762	0.195421915028449	0.108401538842266
1473	s_Bacteroides_oleiciplenus	2.82307562972008e+232	0-Inf	535.23756851408	0.31222304266244	528.714046533122
1474	sexmale	0.9537	0.7503-1.2121	-0.0474499104013949	0.698412123698963	0.122340696033094
1475	BMI	1.024	0.9772-1.073	0.0237003401701933	0.321771521069009	0.0238788225542784
1476	hypertensionyes	0.8677	0.7013-1.0738	-0.141858936045415	0.192844136021079	0.108682900742031
1477	s_Bacteroides_neonati	1.90522844730491e+139	0-Inf	320.703929847406	0.772027086629424	1105.89001979091
1478	sexmale	0.9517	0.7485-1.21	-0.0495242040530328	0.686411121388409	0.122543207024681
1479	BMI	1.0248	0.9779-1.074	0.0245408615524641	0.305782952692992	0.0239206221591664
1480	hypertensionyes	0.8746	0.7067-1.0823	-0.134033875482651	0.218644312689165	0.108721246355843
1481	s_Bacteroides_massiliensis	455.1712	0.8063-256954.6228	6.12067358451931	0.0593040180863219	3.23264346879724
1482	sexmale	0.9517	0.7496-1.2082	-0.0495067226030971	0.684633193607178	0.121770233301559
1483	BMI	1.0183	0.9715-1.0673	0.0181286534599509	0.450471840978625	0.023990665705023
1484	hypertensionyes	0.8734	0.7068-1.0794	-0.135323901074076	0.211234748901842	0.108003763008796
1485	s_Bacteroides_fragilis	0.0282	0.0064-0.1249	-3.56979497211848	4.06774816260144e-06	0.759850541613045
1486	sexmale	0.9407	0.7463-1.1858	-0.0611052901225627	0.605324094674756	0.118117494486788
1487	BMI	1.0305	0.9849-1.0782	0.0300370223842178	0.194167824033451	0.0230810521164064
1488	hypertensionyes	0.852	0.6937-1.0464	-0.160198677815458	0.127747712276855	0.104881164049067
1489	s_Bacteroides_faecichinchillae	1.08133809460246e+210	0-Inf	483.621068779471	0.332750275366635	498.467578919069
1490	sexmale	0.9531	0.7499-1.2114	-0.0479899369807905	0.69517086638315	0.12234876727471
1491	BMI	1.0257	0.9788-1.0749	0.0253646840256115	0.289406459895093	0.0238979867431856
1492	hypertensionyes	0.8666	0.7002-1.0727	-0.143128751241641	0.189409312972884	0.108807883417067
1493	s_Bacteroides_eggerthii	733.0198	0.0452-11884755.5618	6.59717273103798	0.183281017939574	4.94571140845873
1494	sexmale	0.964	0.7581-1.2258	-0.036700086129074	0.764850401855514	0.122578958408652
1495	BMI	1.0251	0.9783-1.0742	0.024802049280222	0.299092753281828	0.0238423684196642
1496	hypertensionyes	0.8691	0.7028-1.0749	-0.140275326840085	0.196710017891484	0.10840721162466
1497	s_Bacteroides_dorei	0.4946	0.0067-36.5524	-0.704104166306362	0.748648488546684	2.19533266929556
1498	sexmale	0.9591	0.75-1.2265	-0.0417354116729637	0.739625768634347	0.125456487339439
1499	BMI	1.0239	0.9768-1.0732	0.0236146323738682	0.326217767102947	0.0240124868830399
1500	hypertensionyes	0.8739	0.7062-1.0813	-0.134828536886722	0.215659080436969	0.108656211033034
1501	s_Bacteroides_caecigallinarum	Inf	0-Inf	4738.41484839588	0.338822903448982	4945.7370069886
1502	sexmale	0.9392	0.738-1.1952	-0.0627683290653185	0.610238204954137	0.123005341899057
1503	BMI	1.0239	0.9771-1.073	0.0236065260815291	0.323854004106608	0.0238870579823201
1504	hypertensionyes	0.8788	0.7102-1.0874	-0.129183237830526	0.235536112137284	0.108676653693474
1505	s_Bacteroides_acidifaciens	4676.0455	0-4.98658437869192e+39	8.45020804806963	0.841895001607768	42.3251845718577
1506	sexmale	0.9517	0.7484-1.2102	-0.0495086982001406	0.6866379326647	0.122598510920157
1507	BMI	1.0249	0.9779-1.0742	0.0246359093245837	0.304721068422509	0.0239605054784905
1508	hypertensionyes	0.8721	0.7043-1.0798	-0.136864060696139	0.210309965683265	0.10901123816654
1509	s_Arcobacter_thereius	0	0-Inf	-3253.39172755083	0.206281559991062	2568.39423623503
1510	sexmale	0.9462	0.7446-1.2024	-0.0552609087915204	0.65156714524446	0.122243278228497
1511	BMI	1.0237	0.977-1.0727	0.0234415236967053	0.326638048758075	0.0238572134740731
1512	hypertensionyes	0.8835	0.7139-1.0934	-0.123816242275381	0.255787466316854	0.108738435245398
1513	s_Arcobacter_butzleri	0	0-Inf	-3858.63532397454	0.798599294618354	15108.4688866639
1514	sexmale	0.9495	0.7467-1.2075	-0.051767907212723	0.673211990026804	0.122622237167296
1515	BMI	1.025	0.978-1.0742	0.0246777958375383	0.303671918912218	0.0239491331062666
1516	hypertensionyes	0.8751	0.7069-1.0832	-0.133439060460348	0.221278872554582	0.108860404469015
1517	s_Angelakisella_massiliensis	Inf	1.04144973307103e+22-Inf	5237.66125461711	0.0487472244722546	2646.41008615034
1518	sexmale	0.9537	0.7513-1.2106	-0.0474052258408234	0.697197563451973	0.121709753164296
1519	BMI	1.0267	0.9799-1.0756	0.0263112908822402	0.269326571274924	0.0237736802822169
1520	hypertensionyes	0.8765	0.7094-1.0831	-0.131795671027347	0.223144669002319	0.107955601641833
1521	s_Anaerotruncus_rubiinfantis	Inf	Inf-Inf	1622.38442327099	8.35661253658325e-05	406.539138902246
1522	sexmale	0.9338	0.739-1.18	-0.0684515381638044	0.566777399787203	0.11936527884202
1523	BMI	1.0262	0.9805-1.0742	0.0259082396195722	0.266749884718458	0.0232835294779196
1524	hypertensionyes	0.8968	0.7286-1.1039	-0.10892020205392	0.305017700739302	0.105999223460017
1525	s_Anaerotruncus_colihominis	0	0-48766606243531825152	-43.9577521741854	0.335401663269269	45.5568008308215
1526	sexmale	0.9474	0.7454-1.2043	-0.0540024853366774	0.659352733726999	0.122381699658368
1527	BMI	1.0233	0.9765-1.0724	0.0230483111666487	0.335901466683979	0.0239114950717278
1528	hypertensionyes	0.8727	0.7055-1.0795	-0.136210529941146	0.210360230893543	0.108502695817516
1529	s_Anaerostipes_hadrus	Inf	3.02565356749637e+217-Inf	929.332261858764	2.88500146303137e-05	218.655188548745
1530	sexmale	0.9898	0.7835-1.2504	-0.010218302371214	0.931767650285186	0.119239368000988
1531	BMI	1.0144	0.9691-1.0618	0.0143021521033529	0.54013655382068	0.0233186224284512
1532	hypertensionyes	0.8965	0.7289-1.1027	-0.109221573117302	0.301874793677178	0.105602606468214
1533	s_Anaerococcus_vaginalis	0	0-Inf	-152.636160164184	0.864824808683232	895.819072148076
1534	sexmale	0.9502	0.7472-1.2082	-0.0511119726932578	0.677020108592662	0.122583603185496
1535	BMI	1.0246	0.9776-1.0737	0.0242676972127208	0.311066342772377	0.0239145826057067
1536	hypertensionyes	0.8749	0.7066-1.0833	-0.133668782177179	0.221090363746549	0.109003197942811
1537	s_Anaerococcus_lactolyticus	0	0-Inf	-1185.08982053148	0.418742515805192	1463.50172111707
1538	sexmale	0.9484	0.7461-1.2056	-0.0529915367292578	0.66544652026135	0.122424683804958
1539	BMI	1.0241	0.9773-1.0732	0.0238523864368248	0.318973079250529	0.0238932048422535
1540	hypertensionyes	0.8708	0.7038-1.0774	-0.138308081761401	0.203925253549995	0.10861945013434
1541	s_Ammopiptanthus_mongolicus	0	0-Inf	-4074.23847806489	0.478855183452013	5745.92348699029
1542	sexmale	0.948	0.7457-1.2053	-0.0533501950674577	0.663478861091517	0.122485563839879
1543	BMI	1.0244	0.9776-1.0736	0.0241417887380899	0.313157225205326	0.0238937111509762
1544	hypertensionyes	0.8789	0.7099-1.088	-0.129139003549062	0.236678108209176	0.108905189473261
1545	s_Alistipes_timonensis	2.8900684648264e+97	0-Inf	224.412034212518	0.795633604906741	865.649133449118
1546	sexmale	0.953	0.7491-1.2124	-0.0481121336328337	0.695572293170386	0.122830624026349
1547	BMI	1.0243	0.9774-1.0735	0.0240212841513769	0.316505772733388	0.02393981353515
1548	hypertensionyes	0.874	0.7063-1.0814	-0.134699659195664	0.216161331408646	0.108671475005111
1549	s_Alistipes_obesi	2.00673026031205e+54	143837420052618832-2.79966530001644e+91	125.036101683014	0.00447097581073246	43.6370620682508
1550	sexmale	0.9668	0.7628-1.2255	-0.0337127952333862	0.780664084847183	0.120958634658526
1551	BMI	1.0247	0.9784-1.0732	0.0244195885922693	0.301260549942254	0.0235804292078826
1552	hypertensionyes	0.8761	0.7101-1.0809	-0.13224646862157	0.218187423252767	0.107164728344433
1553	s_Alistipes_indistinctus	8.19064586623978e+48	57477031852.7843-1.16719109431362e+87	112.627077218817	0.0125247174077554	44.8226663060741
1554	sexmale	0.9462	0.7461-1.2	-0.0553131037585481	0.648517270504791	0.121221021858012
1555	BMI	1.0289	0.9821-1.0778	0.0284588609008097	0.231069058720952	0.0237130130970649
1556	hypertensionyes	0.8645	0.7001-1.0674	-0.145660686944542	0.176823008564786	0.107585236169987
1557	s_Alistipes_finegoldii	1.96674895556728e+23	0.0099-3.92535903945589e+48	53.6358390420451	0.0721835855982896	29.722297573337
1558	sexmale	0.9569	0.7536-1.2152	-0.0440082456641037	0.718325532849937	0.12188947012906
1559	BMI	1.0223	0.9756-1.0711	0.022013367953933	0.356056407250591	0.0238140354740401
1560	hypertensionyes	0.8852	0.7159-1.0946	-0.121889562742995	0.261376875575341	0.108313131140491
1561	s_Akkermansia_muciniphila	0.1111	0.0223-0.5535	-2.19762911645128	0.00774485128082417	0.819473329519797
1562	sexmale	0.9531	0.7518-1.2082	-0.0480606366208599	0.691586165137121	0.121028780694367
1563	BMI	1.0186	0.9723-1.067	0.018381093572833	0.439113955533967	0.0237248380801295
1564	hypertensionyes	0.8782	0.7116-1.0839	-0.129848352891308	0.227481292896192	0.107362146049916
1565	s_Aequorivita_viscosa	Inf	0-Inf	2186.21184578282	0.499661781358789	3234.64906394989
1566	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
1567	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
1568	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
1569	s_Actinomyces_viscosus	0	0-Inf	-5084.53075361486	0.156601354591374	3579.92590831873
1570	sexmale	0.945	0.7438-1.2007	-0.056557938276368	0.643761505673145	0.12217331987367
1571	BMI	1.0262	0.9793-1.0753	0.0258304341770616	0.279763303416059	0.0238534077319079
1572	hypertensionyes	0.8664	0.7005-1.0717	-0.143353032657084	0.187264099024781	0.108448949840657
1573	s_Actinomyces_urinae	0	0-Inf	-2735.34842174969	0.720900916738024	7649.10520304434
1574	sexmale	0.9498	0.747-1.2076	-0.0515559243072402	0.674257844397922	0.12253638297785
1575	BMI	1.0244	0.9775-1.0736	0.024118717004168	0.314049401780652	0.0239150047859878
1576	hypertensionyes	0.8724	0.705-1.0796	-0.136533870361273	0.210185782305393	0.108718553537044
1577	s_Actinomyces_turicensis	0	0-6.17349531619705e+125	-119.138056777324	0.568283785836497	208.56196866373
1578	sexmale	0.9463	0.744-1.2037	-0.0551455015389737	0.65354113988125	0.122732358720876
1579	BMI	1.0236	0.9766-1.0728	0.0233281694983961	0.331130158823552	0.0239637497537099
1580	hypertensionyes	0.8718	0.7046-1.0787	-0.137192318325434	0.207799738563575	0.108670306370525
1581	s_Actinomyces_meyeri	Inf	0-Inf	25163.5798658476	0.283464485413686	23417.3900622273
1582	sexmale	0.9544	0.7509-1.213	-0.0466673260180406	0.703117470005316	0.12232799340947
1583	BMI	1.0259	0.979-1.0751	0.0256032189977431	0.284839660103065	0.0238947946744132
1584	hypertensionyes	0.8647	0.6986-1.0704	-0.145329840575417	0.182961015586869	0.108869786421011
1585	s_Actinomyces_massiliensis	Inf	0-Inf	2975.85056690853	0.567358615271248	5197.05585542815
1586	sexmale	0.9525	0.7492-1.2109	-0.048712127352659	0.691155505685533	0.122489027065196
1587	BMI	1.0258	0.9787-1.0751	0.0254387380304385	0.289608387412188	0.0239778153914787
1588	hypertensionyes	0.8684	0.7012-1.0755	-0.141070061381749	0.197050218343905	0.109104496012738
1589	s_Actinomyces_haliotis	8.81555551589845e+260	0-Inf	600.848642011703	0.0891389627270418	352.259924687864
1590	sexmale	0.9572	0.7537-1.2157	-0.0437238751768599	0.720252603734731	0.121973267272589
1591	BMI	1.0257	0.979-1.0747	0.0253985590826286	0.286823729981546	0.0238017990741504
1592	hypertensionyes	0.8868	0.7169-1.0969	-0.120162995850306	0.268931226396811	0.108483990806129
1593	s_Actinomyces_graevenitzii	0	0-Inf	-913.661963362602	0.51041067452697	1386.40477817198
1594	sexmale	0.945	0.7428-1.2021	-0.0566214668568307	0.645060259630742	0.12279151282688
1595	BMI	1.0252	0.9783-1.0744	0.0249233503244006	0.298147030547229	0.0239120414265834
1596	hypertensionyes	0.8764	0.7083-1.0846	-0.131878967403302	0.226037402810544	0.108701848002141
1597	s_Actinomyces_gerencseriae	Inf	0-Inf	3373.89434190666	0.615754451111473	6715.28155466919
1598	sexmale	0.9529	0.7494-1.2116	-0.0482512809932028	0.694060120701479	0.122544687001166
1599	BMI	1.0246	0.9777-1.0738	0.0243350057097362	0.309486178837735	0.0239025809658087
1600	hypertensionyes	0.87	0.7028-1.0771	-0.139228420727669	0.202224462381717	0.108930201938851
1601	s_Actinomyces_cardiffensis	0	0-Inf	-986.333385001748	0.662914620553621	2260.46098530384
1602	sexmale	0.9586	0.7519-1.222	-0.0423089538257947	0.732959711884831	0.123883962661611
1603	BMI	1.0238	0.9769-1.0731	0.023564514354171	0.326376019864866	0.0239693771461547
1604	hypertensionyes	0.8711	0.7038-1.0782	-0.137985480947431	0.205866469861706	0.108832895813787
1605	s_Actinobacillus_pleuropneumoniae	4.68295150864458e+111	0-Inf	257.130873897724	0.312201719605399	253.985728230898
1606	sexmale	0.9545	0.751-1.2132	-0.0465390241752334	0.703981447609089	0.122365546326277
1607	BMI	1.0243	0.9774-1.0733	0.0239741202451169	0.316111310118112	0.0238733084407958
1608	hypertensionyes	0.878	0.7097-1.0863	-0.130074048709794	0.231976462291995	0.108594160560036
1609	s_Acinetobacter_venetianus	0	0-Inf	-334.940742613291	0.720900916738024	936.625461189346
1610	sexmale	0.9498	0.747-1.2076	-0.0515559243072402	0.674257844397922	0.12253638297785
1611	BMI	1.0244	0.9775-1.0736	0.024118717004168	0.314049401780652	0.0239150047859878
1612	hypertensionyes	0.8724	0.705-1.0796	-0.136533870361273	0.210185782305393	0.108718553537044
1613	s_Acinetobacter_ursingii	Inf	0-Inf	2806.84407486459	0.772027086629424	9678.89869942952
1614	sexmale	0.9517	0.7485-1.21	-0.0495242040530328	0.686411121388409	0.122543207024681
1615	BMI	1.0248	0.9779-1.074	0.0245408615524641	0.305782952692992	0.0239206221591664
1616	hypertensionyes	0.8746	0.7067-1.0823	-0.134033875482651	0.218644312689165	0.108721246355843
1617	s_Acinetobacter_rudis	0	0-Inf	-762.71459888623	0.916055345732021	7229.78925500852
1618	sexmale	0.9504	0.7474-1.2086	-0.0508522832757102	0.678581384911999	0.122588771504291
1619	BMI	1.0247	0.9778-1.0739	0.0244075416111178	0.308480125744358	0.0239239369509507
1620	hypertensionyes	0.8731	0.7054-1.0806	-0.135702491606631	0.213333466097167	0.108805606617692
1621	s_Acinetobacter_lwoffii	3.39602087416286e+75	0-Inf	173.916486389675	0.866662641582354	1034.91823118861
1622	sexmale	0.952	0.7485-1.211	-0.0491506889902294	0.689144251435459	0.122748345694973
1623	BMI	1.0245	0.9776-1.0737	0.024246821475968	0.311529465118805	0.0239169319144879
1624	hypertensionyes	0.8742	0.7064-1.0818	-0.134498459646739	0.217096750754156	0.108730848518432
1625	s_Acinetobacter_calcoaceticus	0	0-Inf	-269.050741569596	0.720900916738024	752.371219278354
1626	sexmale	0.9498	0.747-1.2076	-0.0515559243072402	0.674257844397922	0.12253638297785
1627	BMI	1.0244	0.9775-1.0736	0.024118717004168	0.314049401780652	0.0239150047859878
1628	hypertensionyes	0.8724	0.705-1.0796	-0.136533870361273	0.210185782305393	0.108718553537044
1629	s_Acinetobacter_baumannii	0	0-Inf	-310.746846921113	0.741596117514334	941.494881077934
1630	sexmale	0.9499	0.7471-1.2078	-0.0513730257365368	0.675339142766696	0.122533241577178
1631	BMI	1.0245	0.9776-1.0737	0.0242288545958525	0.311756823753748	0.0239104616058283
1632	hypertensionyes	0.8729	0.7055-1.0802	-0.135893846882473	0.212146043867914	0.108675796707304
1633	s_Acidaminococcus_intestini	1.08177684224076e+22	0-7.8762870230237e+53	50.7354769594032	0.176339439605522	37.4313212102727
1634	sexmale	0.9319	0.7322-1.186	-0.070527629685746	0.566924964543036	0.123032381493604
1635	BMI	1.0253	0.9784-1.0743	0.0249368168120963	0.29646353894921	0.0238415755239174
1636	hypertensionyes	0.8728	0.7058-1.0793	-0.136040592110903	0.210202865790831	0.108329837680081
1637	s_Acholeplasma_modicum	Inf	0-Inf	5596.2958885323	0.283464485413686	5207.94912425255
1638	sexmale	0.9544	0.7509-1.213	-0.0466673260180406	0.703117470005316	0.12232799340947
1639	BMI	1.0259	0.979-1.0751	0.0256032189977431	0.284839660103065	0.0238947946744132
1640	hypertensionyes	0.8647	0.6986-1.0704	-0.145329840575417	0.182961015586869	0.108869786421011
1641	s_Acholeplasma_laidlawii	Inf	0-Inf	1439.0489811444	0.283464485413686	1339.18828281844
1642	sexmale	0.9544	0.7509-1.213	-0.0466673260180406	0.703117470005316	0.12232799340947
1643	BMI	1.0259	0.979-1.0751	0.0256032189977431	0.284839660103065	0.0238947946744132
1644	hypertensionyes	0.8647	0.6986-1.0704	-0.145329840575417	0.182961015586869	0.108869786421011
1645	s_Acholeplasma_axanthum	Inf	0-Inf	3904.37165397714	0.341173974562087	4095.12171675778
1646	sexmale	0.9495	0.7471-1.2068	-0.0518152450595161	0.672216984511649	0.122338741014456
1647	BMI	1.0238	0.977-1.0729	0.0235327223879137	0.325428493735618	0.0238901247610991
1648	hypertensionyes	0.8753	0.7076-1.0827	-0.13321408795867	0.220611909772525	0.108519596212554
1649	s_Eubacterium_eligens	Inf	0-Inf	6461.67836451422	0.151962460401343	4498.43813424154
1650	sexmale	0.9365	0.7366-1.1908	-0.0655899153482999	0.592895999742881	0.122543159523839
1651	BMI	1.0248	0.978-1.0738	0.0244952401665682	0.304816123935337	0.023828384473866
1652	hypertensionyes	0.882	0.7131-1.091	-0.125538128360324	0.248176228835215	0.108491284473884
1653	s_Eubacterium_dolichum	0	0-0	-205.755674297932	0.022720408946719	89.8353396625853
1654	sexmale	0.9384	0.7395-1.1909	-0.0635302308225739	0.601636047950754	0.121560012462438
1655	BMI	1.0241	0.9776-1.0728	0.0238116561138835	0.315875925957742	0.0236999770569487
1656	hypertensionyes	0.8759	0.7092-1.0818	-0.132451123627215	0.219787021791883	0.107704821091991
1657	s_Clostridium_symbiosum	0	0-0.0057	-43.2920307271572	0.0267959635802384	19.4497238010879
1658	sexmale	0.9639	0.7594-1.2234	-0.0367844945705378	0.762560492348412	0.121639635747138
1659	BMI	1.0246	0.978-1.0733	0.0242677226309888	0.306930143181651	0.0237106573628735
1660	hypertensionyes	0.847	0.6846-1.048	-0.166014587498267	0.127583078006396	0.108641651209541
1661	s_Clostridium_scindens	0	0-122.1795	-25.6452882793596	0.0998883727584748	15.5361121118867
1662	sexmale	0.9566	0.7532-1.2151	-0.04433150106435	0.716601763097621	0.122004415301983
1663	BMI	1.0239	0.9772-1.0728	0.023583346317478	0.322673825854204	0.0238053710206077
1664	hypertensionyes	0.8624	0.6973-1.0667	-0.147987116070305	0.173423480568261	0.108442978324358
